"ID";"wildsoort";"afschotjaar";"afschot_datum";"provincie";"geslacht.MF";"leeftijdscategorie_MF";"ontweid_gewicht";"aantal_embryos_onbekend";"aantal_embryos";"onderkaaklengte_links";"onderkaaklengte_rechts";"doodsoorzaak";"leeftijd_maanden";"lengte_mm";"Leeftijdscategorie_onderkaak"
19622;"Wild zwijn";2013;"2013-01-07";"Vlaams-Brabant";"Onbekend";NA;NA;NA;NA;NA;NA;"valwild";NA;NA;"Niet ingezameld"
19623;"Ree";2016;"2016-03-14";"Antwerpen";"Vrouwelijk";"Kits";12;FALSE;0;141;141;"afschot";10;139;"Kits"
19624;"Ree";2017;"2017-03-09";"Antwerpen";"Mannelijk";"Kits";13;TRUE;NA;151;NA;"afschot";NA;NA;"Niet ingezameld"
19625;"Ree";2015;"2015-03-21";"Antwerpen";"Vrouwelijk";"Volwassen";15;FALSE;2;159;159;"afschot";NA;NA;"Niet ingezameld"
19626;"Ree";2014;"2014-09-14";"Limburg";NA;"Volwassen";16,5;FALSE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19627;"Ree";2014;"2014-02-08";"Voeren";"Mannelijk";"Kits";14;NA;NA;15;15;"afschot";NA;NA;"Niet ingezameld"
19628;"Ree";2016;"2016-05-25";"Limburg";"Mannelijk";"Volwassen";16;TRUE;NA;155;NA;"afschot";NA;NA;"Niet ingezameld"
19629;"Ree";2016;"2016-05-31";"Antwerpen";"Mannelijk";"Jongvolwassen";15;TRUE;NA;158;156;"afschot";NA;NA;"Niet ingezameld"
19630;"Ree";2017;"2017-03-30";"Antwerpen";"Vrouwelijk";"Kits";9,3;FALSE;0;125;NA;"afschot";NA;NA;"Niet ingezameld"
19631;"Ree";2017;"2017-03-18";"Limburg";"Vrouwelijk";"Kits";12,8;FALSE;0;150;NA;"afschot";NA;NA;"Niet ingezameld"
19632;"Ree";2016;"2016-03-25";"Limburg";"Vrouwelijk";"Kits";13;FALSE;0;141;141;"afschot";8;143;"Kits"
19633;"Ree";2015;"2015-02-12";"Limburg";"Vrouwelijk";"Volwassen";14,8;FALSE;2;156;156;"afschot";NA;NA;"Niet ingezameld"
19634;"Ree";2015;"2015-03-03";"Limburg";"Mannelijk";"Kits";8,6;NA;NA;138;135;"afschot";NA;NA;"Niet ingezameld"
19635;"Ree";2014;"2014-02-22";"West-Vlaanderen";"Vrouwelijk";"Jongvolwassen";15;FALSE;1;146;146;"afschot";NA;NA;"Niet ingezameld"
19636;"Ree";2014;"2014-03-29";"Antwerpen";"Vrouwelijk";"Kits";12;FALSE;0;145;144;"afschot";NA;NA;"Niet ingezameld"
19637;"Ree";2014;"2014-09-25";"Antwerpen";"Vrouwelijk";"Kits";13,5;FALSE;0;150;150;"afschot";NA;NA;"Niet ingezameld"
19638;"Ree";2016;"2016-03-31";"Limburg";"Vrouwelijk";NA;13,5;TRUE;NA;NA;NA;"afschot";106;149;"Adult"
19639;"Ree";2017;"2017-03-26";"Limburg";NA;"Kits";7,3;TRUE;NA;146;NA;"afschot";NA;NA;"Niet ingezameld"
19640;"Ree";2014;"2014-07-30";"Limburg";"Mannelijk";"Volwassen";16,5;NA;NA;153;153;"afschot";NA;NA;"Niet ingezameld"
19641;"Wild zwijn";2016;"2016-07-09";"Limburg";"Vrouwelijk";"Overloper";50;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19642;"Ree";2016;"2016-02-09";"Antwerpen";"Vrouwelijk";"Kits";12,9;FALSE;0;132;132;"afschot";9;133;"Kits"
19643;"Ree";2014;"2014-03-08";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";16,5;TRUE;NA;162;162;"afschot";NA;NA;"Niet ingezameld"
19644;"Ree";2014;"2014-05-27";"Limburg";"Mannelijk";"Jongvolwassen";14;NA;NA;111;111;"afschot";NA;NA;"Niet ingezameld"
19645;"Wild zwijn";2014;"2014-06-12";"Limburg";"Vrouwelijk";"Volwassen";30;TRUE;NA;NA;NA;"afschot";15;NA;"Overloper"
19646;"Ree";2015;"2015-08-20";"Limburg";"Mannelijk";"Volwassen";18,5;NA;NA;177;178;"afschot";NA;NA;"Niet ingezameld"
19647;"Ree";2017;"2017-02-09";"Oost-Vlaanderen";"Vrouwelijk";"Kits";9,8;FALSE;0;140;NA;"afschot";NA;NA;"Niet ingezameld"
19648;"Ree";2015;"2015-01-04";"Limburg";NA;NA;13,7;FALSE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
19649;"Ree";2014;"2014-03-15";"Limburg";"Mannelijk";"Kits";4;NA;NA;141;141;"afschot";NA;NA;"Niet ingezameld"
19650;"Ree";2015;"2015-03-17";"Limburg";"Mannelijk";"Kits";10;NA;NA;130;132;"afschot";NA;NA;"Niet ingezameld"
19651;"Ree";2016;"2016-08-10";"Oost-Vlaanderen";"Mannelijk";"Volwassen";16,9;TRUE;NA;156;NA;"afschot";NA;NA;"Niet ingezameld"
19652;"Wild zwijn";2012;"2012-03-18";"Limburg";"Vrouwelijk";"Adult";64;NA;NA;NA;NA;"afschot";24;NA;"Adult"
19653;"Wild zwijn";2013;"2013-04-12";"Limburg";"Vrouwelijk";"Frisling";NA;NA;NA;NA;NA;"valwild";1;NA;"Overloper"
19654;"Ree";2017;"2017-03-16";"Limburg";"Vrouwelijk";"Volwassen";14,5;FALSE;0;156;NA;"afschot";NA;NA;"Niet ingezameld"
19655;"Ree";2016;"2016-05-17";"Limburg";"Mannelijk";"Jongvolwassen";13;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
19656;"Ree";2015;"2015-07-19";"Antwerpen";"Mannelijk";"Volwassen";20;TRUE;NA;150;154;"afschot";NA;NA;"Niet ingezameld"
19657;"Ree";2017;"2017-02-18";"Antwerpen";"Vrouwelijk";"Volwassen";18,1;FALSE;1;156;NA;"afschot";NA;NA;"Niet ingezameld"
19658;"Ree";2014;"2014-02-01";"Vlaams-Brabant";"Vrouwelijk";"Kits";15;TRUE;NA;120;120;"afschot";NA;NA;"Niet ingezameld"
19659;"Ree";2015;"2015-03-06";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";18;FALSE;0;100;100;"afschot";NA;NA;"Niet ingezameld"
19660;"Ree";2015;"2015-03-13";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";16;FALSE;2;155;155;"afschot";NA;NA;"Niet ingezameld"
19661;"Ree";2015;"2015-01-08";"Limburg";"Mannelijk";"Kits";12;TRUE;NA;152;152;"afschot";NA;NA;"Niet ingezameld"
19662;"Ree";2014;"2014-09-03";"Antwerpen";"Mannelijk";"Volwassen";17,5;TRUE;NA;156;156;"afschot";NA;NA;"Niet ingezameld"
19663;"Wild zwijn";2017;"2017-01-22";"Limburg";"Mannelijk";"Overloper";54;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19664;"Wild zwijn";2013;"2013-05-26";"Limburg";"Mannelijk";"Frisling";NA;NA;NA;NA;NA;"afschot";3;NA;"Overloper"
19665;"Wild zwijn";2016;"2016-11-25";"Limburg";"Vrouwelijk";"Frisling";30;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19666;"Ree";2015;"2015-03-20";"Antwerpen";"Vrouwelijk";"Volwassen";16;FALSE;2;160;160;"afschot";NA;NA;"Niet ingezameld"
19667;"Ree";2016;"2016-07-01";"Antwerpen";"Mannelijk";"Jongvolwassen";15,5;TRUE;NA;153;153;"afschot";NA;NA;"Niet ingezameld"
19668;"Wild zwijn";2017;"2017-04-29";"Limburg";"Vrouwelijk";"Frisling";28;FALSE;4;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19669;"Ree";2015;"2015-03-16";"Antwerpen";"Vrouwelijk";"Volwassen";18;FALSE;2;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19670;"Wild zwijn";2014;"2014-07-19";"Limburg";"Mannelijk";"Overloper";54,6;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19671;"Ree";2017;"2017-03-16";"West-Vlaanderen";"Vrouwelijk";"Kits";12,5;FALSE;0;136;NA;"afschot";NA;NA;"Niet ingezameld"
19672;"Ree";2017;"2017-03-20";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;125;NA;"afschot";NA;NA;"Niet ingezameld"
19673;"Ree";2016;"2016-01-30";"Limburg";"Vrouwelijk";"Kits";12,5;FALSE;0;140;140;"afschot";9;139;"Kits"
19674;"Ree";2017;"2017-03-12";"Antwerpen";"Vrouwelijk";"Kits";12;FALSE;0;135;NA;"afschot";NA;NA;"Niet ingezameld"
19675;"Ree";2017;"2017-03-09";"West-Vlaanderen";"Vrouwelijk";"Volwassen";14,8;FALSE;4;142;NA;"afschot";NA;NA;"Niet ingezameld"
19676;"Ree";2016;"2016-03-08";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";18;FALSE;3;158;158;"afschot";46;158;"Adult"
19677;"Wild zwijn";2011;"2011-08-23";"Limburg";"Vrouwelijk";"Overloper";44;NA;NA;NA;NA;"afschot";19;NA;"Adult"
19678;"Ree";2015;"2015-03-21";"Limburg";"Mannelijk";"Kits";13;TRUE;NA;135;135;"afschot";NA;NA;"Niet ingezameld"
19679;"Ree";2015;"2015-07-29";"Vlaams-Brabant";"Mannelijk";"Volwassen";21;TRUE;NA;152;151;"afschot";NA;NA;"Niet ingezameld"
19680;"Ree";2014;"2014-03-06";"Antwerpen";"Vrouwelijk";"Volwassen";15,5;FALSE;2;160;NA;"afschot";NA;NA;"Niet ingezameld"
19681;"Wild zwijn";2015;"2015-10-15";"Limburg";"Vrouwelijk";"Frisling";26;FALSE;0;NA;NA;"afschot";5;NA;"Frisling"
19682;"Ree";2015;"2015-03-06";"Limburg";"Vrouwelijk";"Volwassen";18;FALSE;2;149;149;"afschot";NA;NA;"Niet ingezameld"
19683;"Ree";2016;"2016-01-30";"Antwerpen";"Mannelijk";"Kits";10;TRUE;NA;132;132;"afschot";19;NA;"Jongvolwassen"
19684;"Ree";2015;"2015-02-08";"Limburg";"Mannelijk";"Kits";11;NA;NA;140;140;"afschot";NA;NA;"Niet ingezameld"
19685;"Ree";2017;"2017-02-19";"Vlaams-Brabant";"Vrouwelijk";"Kits";13;FALSE;0;130;NA;"afschot";NA;NA;"Niet ingezameld"
19686;"Ree";2015;"2015-02-22";"Antwerpen";"Vrouwelijk";"Volwassen";16,5;FALSE;2;155;155;"afschot";NA;NA;"Niet ingezameld"
19687;"Wild zwijn";2009;"2009-06-25";"Limburg";"Mannelijk";"Frisling";12;NA;NA;NA;NA;"afschot";4;NA;"Overloper"
19688;"Ree";2017;"2017-02-19";"Limburg";"Vrouwelijk";"Volwassen";17,4;FALSE;2;164;NA;"afschot";NA;NA;"Niet ingezameld"
19689;"Ree";2017;"2017-03-06";"Antwerpen";"Vrouwelijk";"Volwassen";14,5;TRUE;NA;156;NA;"afschot";NA;NA;"Niet ingezameld"
19690;"Ree";2017;"2017-03-17";"Limburg";"Vrouwelijk";"Jongvolwassen";14;FALSE;1;132;NA;"afschot";NA;NA;"Niet ingezameld"
19691;"Ree";2014;"2014-01-09";"Limburg";"Mannelijk";"Kits";11,5;NA;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
19692;"Ree";2017;"2017-02-09";"Vlaams-Brabant";"Vrouwelijk";"Kits";10;FALSE;0;138;NA;"afschot";NA;NA;"Niet ingezameld"
19693;"Ree";2015;"2015-03-04";"Oost-Vlaanderen";"Mannelijk";"Kits";13,2;TRUE;NA;148;148;"afschot";NA;144;"Kits"
19694;"Ree";2015;"2015-02-04";"Limburg";"Vrouwelijk";"Volwassen";16;FALSE;1;156;156;"afschot";NA;NA;"Niet ingezameld"
19695;"Ree";2017;"2017-01-29";"Limburg";"Vrouwelijk";"Kits";11;FALSE;0;134;NA;"afschot";NA;NA;"Niet ingezameld"
19696;"Ree";2016;"2016-01-11";"Antwerpen";"Vrouwelijk";"Kits";11;FALSE;0;135;135;"afschot";9;134;"Kits"
19697;"Wild zwijn";2010;"2010-10-24";"Limburg";"Mannelijk";"Frisling";16,5;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19698;"Wild zwijn";2011;"2011-06-05";"Limburg";"Mannelijk";"Overloper";45;NA;NA;NA;NA;"valwild";NA;NA;"Niet ingezameld"
19699;"Ree";2014;"2014-02-01";"Limburg";"Vrouwelijk";"Volwassen";17;FALSE;2;160;160;"afschot";NA;NA;"Niet ingezameld"
19700;"Ree";2016;"2016-07-26";"Limburg";"Mannelijk";"Volwassen";13,8;TRUE;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
19701;"Ree";2014;"2014-03-11";"Oost-Vlaanderen";"Vrouwelijk";"Kits";13,6;FALSE;0;135;137;"afschot";NA;NA;"Niet ingezameld"
19702;"Ree";2014;"2014-02-17";"Limburg";"Vrouwelijk";"Volwassen";16;FALSE;2;165;165;"afschot";NA;NA;"Niet ingezameld"
19703;"Ree";2014;"2014-08-12";"Vlaams-Brabant";"Mannelijk";"Volwassen";17,3;TRUE;NA;156;155;"afschot";NA;NA;"Niet ingezameld"
19704;"Wild zwijn";2012;"2012-05-10";"Limburg";"Mannelijk";"Frisling";3,5;NA;NA;NA;NA;"afschot";1;NA;"Overloper"
19705;"Wild zwijn";2014;"2014-03-12";"Limburg";"Mannelijk";"Overloper";48;TRUE;NA;NA;NA;"afschot";10;NA;"Frisling"
19706;"Ree";2015;"2015-02-13";"Vlaams-Brabant";"Vrouwelijk";"Kits";9,5;FALSE;NA;138;138;"afschot";NA;137;"Kits"
19707;"Wild zwijn";2010;"2010-06-13";"Limburg";"Mannelijk";"Adult";40;NA;NA;NA;NA;"afschot";14;NA;"Adult"
19708;"Wild zwijn";2013;"2013-01-20";"Limburg";"Vrouwelijk";"Adult";75;NA;NA;NA;NA;"afschot";59;NA;"Frisling"
19709;"Wild zwijn";2014;"2014-12-27";"Limburg";"Mannelijk";"Frisling";36;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19710;"Ree";2016;"2016-03-30";"Limburg";"Mannelijk";"Kits";16,1;TRUE;NA;158;158;"afschot";12;151;"Kits"
19711;"Ree";2014;"2014-03-29";"Limburg";"Mannelijk";"Kits";12,5;NA;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
19712;"Ree";2015;"2015-02-01";"Antwerpen";"Vrouwelijk";"Volwassen";19;FALSE;1;163;163;"afschot";NA;NA;"Niet ingezameld"
19713;"Ree";2015;"2015-03-26";"Antwerpen";"Mannelijk";"Kits";14,3;TRUE;NA;145;148;"afschot";NA;NA;"Niet ingezameld"
19714;"Ree";2016;"2016-02-26";"Limburg";"Vrouwelijk";"Kits";10;FALSE;0;140;140;"afschot";9;139;"Kits"
19715;"Ree";2016;"2016-03-09";"West-Vlaanderen";"Vrouwelijk";"Jongvolwassen";18,5;FALSE;NA;155;NA;"afschot";11;142;"Kits"
19716;"Wild zwijn";2012;"2012-06-23";"Limburg";"Vrouwelijk";"Overloper";22;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19717;"Ree";2014;"2014-03-31";"Antwerpen";NA;"Kits";12;FALSE;NA;151;152;"afschot";NA;NA;"Niet ingezameld"
19718;"Ree";2015;"2015-03-18";"Antwerpen";"Vrouwelijk";"Kits";10,4;FALSE;0;148;148;"afschot";NA;143;"Kits"
19719;"Ree";2014;"2014-03-04";"Antwerpen";"Mannelijk";"Kits";14;NA;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
19720;"Ree";2017;"2017-03-01";"Antwerpen";"Vrouwelijk";"Kits";13;FALSE;NA;166;NA;"afschot";NA;NA;"Niet ingezameld"
19721;"Wild zwijn";2016;"2016-08-05";"Limburg";"Vrouwelijk";"Overloper";30;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19722;"Ree";2016;"2016-02-12";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";19,5;FALSE;2;166;166;"afschot";100;NA;"Adult"
19723;"Ree";2016;"2016-02-20";"Antwerpen";"Mannelijk";"Kits";12,6;TRUE;NA;138;138;"afschot";NA;NA;"Niet ingezameld"
19724;"Ree";2017;"2017-03-20";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";14,4;FALSE;1;160;NA;"afschot";NA;NA;"Niet ingezameld"
19725;"Wild zwijn";2017;"2017-03-18";"Voeren";"Mannelijk";"Overloper";48;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19726;"Ree";2017;"2017-03-31";"Antwerpen";"Mannelijk";"Kits";13;TRUE;NA;144;NA;"afschot";NA;NA;"Niet ingezameld"
19727;"Ree";2014;"2014-05-20";"Vlaams-Brabant";"Mannelijk";"Volwassen";20;TRUE;NA;120;110;"afschot";NA;NA;"Niet ingezameld"
19728;"Ree";2016;"2016-08-02";"Antwerpen";"Mannelijk";"Volwassen";16,5;TRUE;NA;162;162;"afschot";NA;NA;"Niet ingezameld"
19729;"Wild zwijn";2016;"2016-08-01";"Limburg";"Vrouwelijk";"Overloper";27;FALSE;0;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19730;"Ree";2014;"2014-08-18";"Limburg";"Onbekend";"Volwassen";19,5;FALSE;NA;158;159;"afschot";NA;NA;"Niet ingezameld"
19731;"Ree";2016;"2016-02-15";"Antwerpen";"Vrouwelijk";"Volwassen";16,2;TRUE;NA;111;111;"afschot";19;153;"Jongvolwassen"
19732;"Ree";2016;"2016-05-31";"Antwerpen";"Mannelijk";"Jongvolwassen";18;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
19733;"Ree";2015;"2015-03-05";"Oost-Vlaanderen";"Vrouwelijk";"Volwassen";16,4;FALSE;2;149;150;"afschot";NA;NA;"Niet ingezameld"
19734;"Wild zwijn";2017;"2017-05-12";"Limburg";"Mannelijk";"Frisling";39;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19735;"Ree";2017;"2017-03-12";"Voeren";"Vrouwelijk";"Kits";14;FALSE;0;135;NA;"afschot";NA;NA;"Niet ingezameld"
19736;"Ree";2016;"2016-09-02";"Limburg";"Mannelijk";"Volwassen";18;TRUE;NA;170;170;"afschot";NA;NA;"Niet ingezameld"
19737;"Ree";2014;"2014-05-09";"Antwerpen";"Mannelijk";"Jongvolwassen";12,5;TRUE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
19738;"Ree";2017;"2017-01-15";"Antwerpen";"Vrouwelijk";"Kits";12;FALSE;0;150;NA;"afschot";NA;NA;"Niet ingezameld"
19739;"Ree";2014;"2014-08-07";"Limburg";"Mannelijk";"Volwassen";19,5;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19740;"Ree";2015;"2015-01-04";"Limburg";"Vrouwelijk";"Kits";15;FALSE;NA;145;145;"afschot";NA;NA;"Niet ingezameld"
19741;"Ree";2014;"2014-01-22";"Oost-Vlaanderen";"Vrouwelijk";"Kits";13,5;FALSE;0;145;145;"afschot";NA;NA;"Niet ingezameld"
19742;"Ree";2016;"2016-03-22";"Antwerpen";"Mannelijk";"Kits";12;TRUE;NA;145;NA;"afschot";NA;NA;"Niet ingezameld"
19743;"Ree";2017;"2017-03-24";"West-Vlaanderen";"Vrouwelijk";"Volwassen";19;FALSE;1;162;NA;"afschot";NA;NA;"Niet ingezameld"
19744;"Ree";2015;"2015-05-29";"Limburg";"Mannelijk";"Jongvolwassen";12,5;TRUE;NA;151;151;"afschot";NA;NA;"Niet ingezameld"
19745;"Ree";2014;"2014-08-05";"Vlaams-Brabant";"Mannelijk";"Volwassen";18;TRUE;NA;200;200;"afschot";NA;NA;"Niet ingezameld"
19746;"Ree";2014;"2014-02-26";"Limburg";"Vrouwelijk";"Volwassen";14;FALSE;2;158;158;"afschot";NA;NA;"Niet ingezameld"
19747;"Wild zwijn";2014;"2014-04-27";"Limburg";"Mannelijk";"Overloper";63;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19748;"Ree";2016;"2016-03-20";"Vlaams-Brabant";"Vrouwelijk";"Volwassen";16,1;FALSE;2;148;148;"afschot";34;148;"Adult"
19749;"Wild zwijn";2016;"2016-06-23";"Limburg";"Mannelijk";"Frisling";25;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19750;"Ree";2014;"2014-10-01";"Limburg";"Vrouwelijk";"Kits";NA;FALSE;NA;100;100;"afschot";NA;NA;"Niet ingezameld"
19751;"Ree";2017;"2017-03-01";"Antwerpen";"Vrouwelijk";"Volwassen";19,3;FALSE;2;165;NA;"afschot";NA;NA;"Niet ingezameld"
19752;"Ree";2016;"2016-01-27";"Limburg";"Mannelijk";"Kits";8;TRUE;NA;137;139;"afschot";8;132;"Kits"
19753;"Ree";2014;"2014-09-11";"Antwerpen";"Mannelijk";"Volwassen";18,1;TRUE;NA;162;162;"afschot";NA;NA;"Niet ingezameld"
19754;"Ree";2014;"2014-05-02";"Oost-Vlaanderen";"Mannelijk";"Volwassen";16;TRUE;NA;153;156;"afschot";NA;NA;"Niet ingezameld"
19755;"Ree";2016;"2016-03-13";"Vlaams-Brabant";"Vrouwelijk";"Kits";13;TRUE;NA;137;137;"afschot";8;NA;"Kits"
19756;"Ree";2016;"2016-05-24";"Antwerpen";"Mannelijk";"Jongvolwassen";13;TRUE;NA;150;NA;"afschot";NA;NA;"Niet ingezameld"
19757;"Wild zwijn";2012;"2012-06-19";"Limburg";"Mannelijk";"Frisling";12;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19758;"Ree";2015;"2015-05-22";"Antwerpen";"Mannelijk";"Volwassen";16,4;TRUE;NA;111;111;"afschot";25;148;"Adult"
19759;"Ree";2014;"2014-03-15";"Vlaams-Brabant";"Vrouwelijk";"Kits";12,5;TRUE;NA;138;138;"afschot";NA;NA;"Niet ingezameld"
19760;"Wild zwijn";2011;"2011-03-05";"Limburg";"Mannelijk";"Frisling";50;NA;NA;NA;NA;"afschot";12;NA;"Overloper"
19761;"Ree";2017;"2017-02-09";"Limburg";"Mannelijk";"Kits";10,6;TRUE;NA;142;NA;"afschot";NA;NA;"Niet ingezameld"
19762;"Ree";2015;"2015-02-25";"Limburg";"Mannelijk";"Kits";10;TRUE;NA;138;168;"afschot";NA;NA;"Niet ingezameld"
19763;"Ree";2014;"2014-06-13";"Limburg";"Mannelijk";"Jongvolwassen";15;NA;NA;155;155;"afschot";NA;NA;"Niet ingezameld"
19764;"Ree";2017;"2017-05-18";"Limburg";"Mannelijk";"Volwassen";16;TRUE;NA;154;NA;"afschot";NA;NA;"Niet ingezameld"
19765;"Ree";2014;"2014-03-24";"West-Vlaanderen";"Vrouwelijk";"Volwassen";18;FALSE;0;165;165;"afschot";NA;NA;"Niet ingezameld"
19766;"Ree";2014;"2014-02-24";"Antwerpen";"Vrouwelijk";"Volwassen";17,5;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19767;"Wild zwijn";2015;"2015-05-03";"Limburg";"Vrouwelijk";"Overloper";31;FALSE;NA;NA;NA;"afschot";13;NA;"Overloper"
19768;"Ree";2017;"2017-02-21";"Antwerpen";"Mannelijk";"Kits";8;TRUE;NA;135;NA;"afschot";NA;NA;"Niet ingezameld"
19769;"Ree";2016;"2016-03-14";"Antwerpen";"Vrouwelijk";"Kits";13;FALSE;0;136;137;"afschot";10;137;"Kits"
19770;"Ree";2017;"2017-02-25";"Limburg";"Mannelijk";"Kits";14;TRUE;NA;125;NA;"afschot";NA;NA;"Niet ingezameld"
19771;"Ree";2014;"2014-03-08";"Antwerpen";"Mannelijk";"Kits";7,7;NA;NA;136;136;"afschot";NA;NA;"Niet ingezameld"
19772;"Ree";2017;"2017-02-18";"Oost-Vlaanderen";"Vrouwelijk";"Jongvolwassen";16;FALSE;0;145;NA;"afschot";NA;NA;"Niet ingezameld"
19773;"Ree";2016;"2016-03-13";"Limburg";"Vrouwelijk";"Volwassen";14,5;FALSE;1;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19774;"Ree";2016;"2016-02-11";"Limburg";"Mannelijk";"Kits";11;TRUE;NA;NA;NA;"afschot";10;129;"Kits"
19775;"Ree";2015;"2015-08-11";"Limburg";"Mannelijk";"Volwassen";16,2;TRUE;NA;159;159;"afschot";NA;NA;"Niet ingezameld"
19776;"Ree";2016;"2016-01-26";"Limburg";"Mannelijk";"Kits";12;TRUE;NA;160;160;"afschot";19;160;"Jongvolwassen"
19777;"Ree";2016;"2016-07-28";"Limburg";"Mannelijk";"Volwassen";15;TRUE;NA;169;169;"afschot";NA;NA;"Niet ingezameld"
19778;"Ree";2015;"2015-09-07";"Oost-Vlaanderen";"Mannelijk";"Jongvolwassen";14,3;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
19779;"Wild zwijn";2017;"2017-02-02";"Limburg";"Vrouwelijk";"Volwassen";40;FALSE;6;NA;NA;"afschot";23;NA;"Overloper"
19780;"Wild zwijn";2017;"2017-05-01";"Limburg";"Mannelijk";"Frisling";39,4;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19781;"Ree";2014;"2014-02-04";"Voeren";"Vrouwelijk";"Volwassen";15;FALSE;2;150;NA;"afschot";NA;NA;"Niet ingezameld"
19782;"Ree";2017;"2017-02-14";"Limburg";"Vrouwelijk";"Kits";13;TRUE;NA;141;NA;"afschot";NA;NA;"Niet ingezameld"
19783;"Ree";2014;"2014-06-06";"Antwerpen";"Mannelijk";"Volwassen";17,4;TRUE;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
19784;"Ree";2017;"2017-03-07";"Antwerpen";"Vrouwelijk";"Volwassen";15,7;FALSE;1;165;NA;"afschot";NA;NA;"Niet ingezameld"
19785;"Ree";2015;"2015-03-21";"Limburg";"Vrouwelijk";"Kits";11;FALSE;0;139;139;"afschot";NA;NA;"Niet ingezameld"
19786;"Ree";2014;"2014-02-21";"Antwerpen";"Vrouwelijk";"Kits";14;FALSE;NA;144;144;"afschot";NA;NA;"Niet ingezameld"
19787;"Wild zwijn";2013;"2013-08-19";"Limburg";"Vrouwelijk";"Frisling";5;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19788;"Ree";2017;"2017-02-12";"Antwerpen";"Vrouwelijk";"Kits";12;FALSE;0;140;NA;"afschot";NA;NA;"Niet ingezameld"
19789;"Ree";2014;"2014-03-03";"Antwerpen";"Vrouwelijk";"Jongvolwassen";18,5;FALSE;0;157;154;"afschot";NA;NA;"Niet ingezameld"
19790;"Ree";2014;"2014-06-18";"Voeren";"Mannelijk";"Volwassen";19,5;NA;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19791;"Ree";2017;"2017-01-23";"Antwerpen";"Mannelijk";"Kits";13;TRUE;NA;143;NA;"afschot";NA;NA;"Niet ingezameld"
19792;"Ree";2014;"2014-03-15";"Limburg";"Vrouwelijk";"Volwassen";17;FALSE;2;160;160;"afschot";NA;NA;"Niet ingezameld"
19793;"Ree";2014;"2014-02-19";"Limburg";"Vrouwelijk";"Volwassen";13,5;TRUE;NA;155;156;"afschot";NA;NA;"Niet ingezameld"
19794;"Ree";2014;"2014-08-16";"Antwerpen";"Mannelijk";"Volwassen";17;NA;NA;157;157;"afschot";NA;NA;"Niet ingezameld"
19795;"Wild zwijn";2012;"2012-06-09";"Limburg";"Mannelijk";"Frisling";11;NA;NA;NA;NA;"afschot";4;NA;"Overloper"
19796;"Wild zwijn";2016;"2016-12-03";"Limburg";"Mannelijk";"Frisling";37;TRUE;NA;NA;NA;"afschot";NA;NA;"Niet ingezameld"
19797;"Ree";2014;"2014-01-30";"Antwerpen";"Mannelijk";"Kits";12,9;NA;NA;135;135;"afschot";NA;NA;"Niet ingezameld"
19798;"Ree";2015;"2015-06-23";"Limburg";"Mannelijk";"Volwassen";18;NA;NA;150;150;"afschot";NA;NA;"Niet ingezameld"
